Gear_ID,Name,Sport,Type,Material,Price,Ratings
821,Nike Air Zoom,Rugby,Shoes,Mesh,195,4.2
822,Wilson Basketball,Cricket,Gloves,Leather,52,4.4
823,Nike Air Zoom,Skating,Gloves,Polyester,154,4.3
824,Under Armour T-Shirt,Long Tennis,Clothing,Mesh,121,3.6
825,Adidas X Pro Gloves,Volleyball,Ball,Cotton,124,3.7
826,Reebok Running Shorts,Golf,Clothing,Mesh,146,3.8
827,Reebok Running Shorts,Football,Clothing,Polyester,164,4.8
828,Wilson Basketball,Rugby,Clothing,Synthetic,63,4.0
829,Adidas Predator,Baseball,Gloves,Mesh,162,4.6
830,Nike Air Zoom,Golf,Gloves,Synthetic,153,3.8
831,Nike Air Zoom,Rugby,Shoes,Leather,78,4.1
832,Adidas Predator,Golf,Gloves,Mesh,113,4.6
833,Asics Gel Nimbus,Squash,Clothing,Cotton,149,4.0
834,Adidas X Pro Gloves,Volleyball,Shoes,Polyester,68,4.2
835,Under Armour T-Shirt,Football,Shoes,Mesh,81,3.9
836,Under Armour T-Shirt,Hockey,Ball,Leather,172,3.6
837,Adidas X Pro Gloves,Volleyball,Ball,Leather,46,4.4
838,Puma Goalkeeper Gloves,Rugby,Shoes,Cotton,200,4.8
839,Nike Air Zoom,Hockey,Shoes,Mesh,125,3.7
840,Puma Goalkeeper Gloves,Squash,Clothing,Cotton,166,4.6
841,Wilson Basketball,Football,Ball,Synthetic,66,4.5
842,Reebok Running Shorts,Long Tennis,Ball,Cotton,67,4.2
843,Adidas Predator,Football,Clothing,Cotton,35,4.7
844,Under Armour T-Shirt,Badminton,Ball,Mesh,87,4.1
845,Adidas Predator,Long Tennis,Shoes,Leather,103,4.9
846,Puma Goalkeeper Gloves,Baseball,Clothing,Synthetic,116,3.8
847,Nike Air Zoom,Cricket,Shoes,Cotton,144,4.1
848,Reebok Running Shorts,Squash,Clothing,Synthetic,35,3.8
849,Under Armour T-Shirt,Skating,Clothing,Polyester,123,3.8
850,Wilson Basketball,Long Tennis,Clothing,Leather,119,5.0
851,Reebok Running Shorts,Volleyball,Shoes,Cotton,69,3.9
852,Asics Gel Nimbus,Football,Clothing,Synthetic,83,4.3
853,Wilson Basketball,Rugby,Ball,Leather,126,4.1
854,Adidas Predator,Golf,Clothing,Mesh,113,4.1
855,Asics Gel Nimbus,Golf,Ball,Cotton,64,4.5
856,Wilson Basketball,Hockey,Ball,Mesh,54,4.1
857,Reebok Running Shorts,Long Tennis,Clothing,Synthetic,141,4.7
858,Nike Air Zoom,Baseball,Clothing,Cotton,157,3.5
859,Asics Gel Nimbus,Long Tennis,Shoes,Mesh,197,3.9
860,Wilson Basketball,Football,Clothing,Cotton,59,5.0
861,Reebok Running Shorts,Hockey,Clothing,Synthetic,62,4.8
862,Nike Air Zoom,Badminton,Gloves,Leather,97,4.6
863,Asics Gel Nimbus,Baseball,Ball,Leather,189,4.0
864,Puma Goalkeeper Gloves,Cricket,Clothing,Cotton,120,4.2
865,Reebok Running Shorts,Rugby,Shoes,Mesh,20,3.7
866,Reebok Running Shorts,Badminton,Gloves,Leather,20,3.6
867,Asics Gel Nimbus,Hockey,Clothing,Leather,133,4.8
868,Wilson Basketball,Long Tennis,Ball,Mesh,131,4.6
869,Nike Air Zoom,Squash,Ball,Polyester,36,4.3
870,Adidas Predator,Volleyball,Shoes,Synthetic,113,3.7
871,Puma Goalkeeper Gloves,Skating,Shoes,Leather,190,3.9
872,Under Armour T-Shirt,Cricket,Ball,Polyester,33,4.4
873,Puma Goalkeeper Gloves,Rugby,Clothing,Leather,28,4.1
874,Under Armour T-Shirt,Hockey,Ball,Synthetic,140,4.7
875,Reebok Running Shorts,Badminton,Shoes,Cotton,58,4.6
876,Puma Goalkeeper Gloves,Cricket,Clothing,Synthetic,45,4.9
877,Reebok Running Shorts,Table Tennis,Ball,Leather,69,3.6
878,Adidas Predator,Table Tennis,Shoes,Polyester,121,4.2
879,Adidas Predator,Long Tennis,Clothing,Synthetic,117,4.5
880,Asics Gel Nimbus,Baseball,Shoes,Synthetic,113,3.8
881,Under Armour T-Shirt,Rugby,Clothing,Synthetic,39,4.2
882,Under Armour T-Shirt,Football,Gloves,Cotton,145,4.6
883,Reebok Running Shorts,Volleyball,Ball,Synthetic,20,4.6
884,Puma Goalkeeper Gloves,Cricket,Shoes,Cotton,24,4.1
885,Adidas X Pro Gloves,Badminton,Clothing,Mesh,51,4.4
886,Asics Gel Nimbus,Baseball,Clothing,Cotton,71,3.8
887,Adidas Predator,Football,Ball,Synthetic,165,3.9
888,Reebok Running Shorts,Football,Ball,Synthetic,118,3.9
889,Reebok Running Shorts,Golf,Gloves,Mesh,102,4.8
890,Nike Air Zoom,Cricket,Ball,Polyester,76,4.8
891,Asics Gel Nimbus,Baseball,Gloves,Leather,112,4.7
892,Reebok Running Shorts,Cricket,Shoes,Leather,157,4.1
893,Asics Gel Nimbus,Football,Clothing,Cotton,109,4.5
894,Adidas Predator,Football,Shoes,Synthetic,111,4.1
895,Adidas Predator,Football,Clothing,Mesh,101,3.6
896,Adidas X Pro Gloves,Squash,Clothing,Cotton,130,3.9
897,Adidas X Pro Gloves,Football,Gloves,Mesh,82,4.3
898,Under Armour T-Shirt,Skating,Shoes,Polyester,92,4.8
899,Asics Gel Nimbus,Table Tennis,Shoes,Synthetic,64,4.2
900,Reebok Running Shorts,Football,Ball,Synthetic,199,3.8
901,Adidas X Pro Gloves,Hockey,Clothing,Cotton,179,4.7
902,Puma Goalkeeper Gloves,Volleyball,Clothing,Polyester,166,4.6
903,Puma Goalkeeper Gloves,Football,Ball,Synthetic,165,4.4
904,Puma Goalkeeper Gloves,Skating,Gloves,Synthetic,46,4.9
905,Adidas X Pro Gloves,Football,Shoes,Mesh,139,4.2
906,Adidas Predator,Squash,Clothing,Mesh,110,4.6
907,Under Armour T-Shirt,Skating,Shoes,Polyester,176,3.6
908,Wilson Basketball,Long Tennis,Gloves,Synthetic,20,3.7
909,Under Armour T-Shirt,Squash,Ball,Polyester,159,4.2
910,Reebok Running Shorts,Rugby,Gloves,Cotton,94,3.8
911,Nike Air Zoom,Golf,Ball,Leather,91,5.0
912,Under Armour T-Shirt,Rugby,Gloves,Leather,154,3.6
913,Reebok Running Shorts,Football,Ball,Leather,94,3.6
914,Reebok Running Shorts,Volleyball,Clothing,Mesh,138,4.0
915,Adidas X Pro Gloves,Badminton,Ball,Mesh,174,3.9
916,Adidas Predator,Skating,Shoes,Mesh,45,5.0
917,Under Armour T-Shirt,Badminton,Gloves,Leather,190,4.4
918,Puma Goalkeeper Gloves,Volleyball,Clothing,Cotton,182,3.5
919,Wilson Basketball,Volleyball,Ball,Leather,39,3.7
920,Nike Air Zoom,Football,Gloves,Mesh,179,5.0
921,Under Armour T-Shirt,Long Tennis,Gloves,Leather,200,4.5
922,Adidas X Pro Gloves,Golf,Ball,Cotton,140,3.9
923,Adidas X Pro Gloves,Badminton,Clothing,Mesh,168,4.3
924,Wilson Basketball,Football,Shoes,Cotton,39,4.4
925,Wilson Basketball,Golf,Clothing,Mesh,120,4.8
926,Asics Gel Nimbus,Volleyball,Ball,Cotton,28,3.6
927,Under Armour T-Shirt,Volleyball,Ball,Leather,198,4.6
928,Adidas Predator,Table Tennis,Shoes,Leather,126,4.6
929,Wilson Basketball,Long Tennis,Clothing,Polyester,145,4.6
930,Adidas Predator,Rugby,Gloves,Synthetic,51,4.4
931,Asics Gel Nimbus,Rugby,Ball,Leather,172,4.8
932,Under Armour T-Shirt,Football,Gloves,Leather,101,4.2
933,Under Armour T-Shirt,Cricket,Shoes,Cotton,66,4.2
934,Reebok Running Shorts,Baseball,Ball,Polyester,169,3.9
935,Wilson Basketball,Volleyball,Clothing,Polyester,117,4.5
936,Reebok Running Shorts,Baseball,Ball,Cotton,118,3.5
937,Under Armour T-Shirt,Rugby,Shoes,Synthetic,48,3.9
938,Nike Air Zoom,Golf,Shoes,Leather,75,4.8
939,Puma Goalkeeper Gloves,Volleyball,Gloves,Polyester,158,3.6
940,Wilson Basketball,Baseball,Gloves,Polyester,59,4.5
941,Nike Air Zoom,Long Tennis,Gloves,Polyester,151,4.9
942,Reebok Running Shorts,Table Tennis,Ball,Polyester,92,4.6
943,Asics Gel Nimbus,Skating,Ball,Polyester,120,3.7
944,Wilson Basketball,Badminton,Shoes,Polyester,196,4.2
945,Nike Air Zoom,Golf,Gloves,Polyester,193,4.7
946,Adidas X Pro Gloves,Table Tennis,Ball,Polyester,108,4.3
947,Reebok Running Shorts,Rugby,Gloves,Synthetic,152,4.1
948,Under Armour T-Shirt,Long Tennis,Shoes,Polyester,73,4.0
949,Wilson Basketball,Cricket,Shoes,Leather,162,3.8
950,Adidas Predator,Volleyball,Clothing,Leather,126,4.3
951,Reebok Running Shorts,Volleyball,Gloves,Polyester,178,4.9
952,Wilson Basketball,Football,Shoes,Mesh,154,3.6
953,Reebok Running Shorts,Badminton,Shoes,Leather,165,4.2
954,Under Armour T-Shirt,Golf,Ball,Cotton,101,3.5
955,Nike Air Zoom,Table Tennis,Shoes,Polyester,56,3.5
956,Reebok Running Shorts,Cricket,Gloves,Polyester,137,3.8
957,Adidas Predator,Baseball,Shoes,Leather,70,4.1
958,Adidas X Pro Gloves,Cricket,Shoes,Synthetic,149,4.5
959,Under Armour T-Shirt,Hockey,Shoes,Synthetic,119,3.5
960,Wilson Basketball,Long Tennis,Ball,Synthetic,191,4.1
961,Adidas Predator,Squash,Clothing,Mesh,62,4.0
962,Nike Air Zoom,Rugby,Clothing,Mesh,172,3.5
963,Puma Goalkeeper Gloves,Rugby,Clothing,Cotton,50,4.0
964,Adidas X Pro Gloves,Golf,Ball,Mesh,79,4.6
965,Nike Air Zoom,Golf,Ball,Leather,55,4.5
966,Reebok Running Shorts,Rugby,Shoes,Mesh,25,4.1
967,Adidas X Pro Gloves,Volleyball,Clothing,Polyester,185,5.0
968,Reebok Running Shorts,Badminton,Shoes,Mesh,56,4.7
969,Nike Air Zoom,Cricket,Shoes,Polyester,128,4.7
970,Reebok Running Shorts,Rugby,Ball,Mesh,169,4.3
971,Nike Air Zoom,Rugby,Clothing,Synthetic,30,4.4
972,Puma Goalkeeper Gloves,Hockey,Gloves,Polyester,188,4.7
973,Under Armour T-Shirt,Rugby,Clothing,Mesh,167,4.0
974,Wilson Basketball,Rugby,Shoes,Cotton,84,3.9
975,Asics Gel Nimbus,Golf,Gloves,Polyester,25,4.0
976,Adidas X Pro Gloves,Skating,Gloves,Mesh,168,4.4
977,Under Armour T-Shirt,Skating,Ball,Cotton,51,3.9
978,Under Armour T-Shirt,Cricket,Gloves,Leather,151,3.5
979,Reebok Running Shorts,Hockey,Clothing,Synthetic,31,4.6
980,Puma Goalkeeper Gloves,Golf,Ball,Synthetic,170,3.7
981,Nike Air Zoom,Volleyball,Clothing,Polyester,146,4.9
982,Adidas Predator,Baseball,Ball,Leather,75,3.7
983,Asics Gel Nimbus,Cricket,Ball,Leather,173,3.7
984,Adidas X Pro Gloves,Football,Clothing,Polyester,132,4.1
985,Under Armour T-Shirt,Table Tennis,Gloves,Synthetic,98,3.6
986,Nike Air Zoom,Badminton,Ball,Leather,166,4.9
987,Under Armour T-Shirt,Football,Ball,Leather,189,3.7
988,Reebok Running Shorts,Skating,Gloves,Mesh,81,3.8
989,Under Armour T-Shirt,Long Tennis,Gloves,Polyester,47,4.7
990,Puma Goalkeeper Gloves,Hockey,Gloves,Cotton,72,4.3
991,Puma Goalkeeper Gloves,Golf,Gloves,Synthetic,73,3.7
992,Puma Goalkeeper Gloves,Volleyball,Gloves,Synthetic,36,4.9
993,Wilson Basketball,Rugby,Gloves,Polyester,175,3.6
994,Reebok Running Shorts,Football,Gloves,Synthetic,38,3.7
995,Adidas Predator,Cricket,Shoes,Cotton,179,3.9
996,Asics Gel Nimbus,Football,Ball,Polyester,127,4.4
997,Adidas X Pro Gloves,Baseball,Shoes,Cotton,161,3.7
998,Puma Goalkeeper Gloves,Cricket,Shoes,Cotton,124,4.3
999,Puma Goalkeeper Gloves,Baseball,Clothing,Polyester,131,4.2
1000,Reebok Running Shorts,Volleyball,Gloves,Mesh,147,4.0
